Job,Province,Min_Years,Max_Years,Min_Salary,Max_Salary
Business,Jawa,1,3,3000000,4000000
Internet & New Media,Jawa,1,3,7000000,10000000
Other,Jawa,1,3,5000000,7000000
Internet & New Media,Bali dan Nusa Tenggara,1,3,4500000,6000000
Factory and Manufacturer,Jakarta,1,3,6000000,8000000
Education,Jawa,1,3,7000000,7000000
"Accounting, Finance, Banking",Jakarta,1,3,6000000,8000000
Factory and Manufacturer,Jakarta,1,3,8000000,10000000
Administration,Jawa,1,3,8000000,10000000
Business,Jakarta,1,3,4800000,7000000
Internet & New Media,Jawa,1,3,5000000,10000000
Business,Jakarta,1,3,6000000,7000000
Art & Design,Jawa,1,3,5000000,12000000
Business,Jawa,1,3,6000000,12000000
Research & Development,Jakarta,3,5,8000000,18000000
Human Resources & General Affair,Jakarta,3,5,8000000,18000000
Business,Jawa,1,3,4500000,6000000
Data Analyst & Data Science,Jakarta,1,3,7000000,12000000
Public Relation,Jakarta,1,3,8000000,10000000
Sales,Jakarta,1,3,8000000,10000000
Internet & New Media,Jakarta,1,3,8000000,10000000
Internet & New Media,Jakarta,1,3,8000000,10000000
Factory and Manufacturer,Jakarta,1,3,4500000,10000000
Factory and Manufacturer,Jakarta,1,3,2975000,4165000
Business,Jawa,1,3,3068300,3068300
Factory and Manufacturer,Jakarta,3,5,10000000,16000000
Art & Design,Jawa,0,1,1500000,2000000
Business,Jawa,1,3,4000000,6000000
Art & Design,Jakarta,3,5,6000000,10000000
Hospitality & Travel,Jakarta,3,5,8000000,15000000
Factory and Manufacturer,Jakarta,1,3,4700000,7000000
Internet & New Media,Jakarta,1,3,3500000,4500000
Business,Jakarta,1,3,6000000,9000000
Factory and Manufacturer,Jakarta,1,3,1500000,2000000
Factory and Manufacturer,Jawa,3,5,7500000,10000000
Hospitality & Travel,Sumatera,3,5,8750000,17500000
Internet & New Media,Jakarta,0,1,1500000,1500100
Sales,Jakarta,1,3,4500000,7000000
Internet & New Media,Jawa,1,3,8000000,10000000
Business,Jawa,1,3,5000000,7000000
Internet & New Media,Jawa,1,3,5000000,7000000
Sales,Jawa,1,3,5000000,7000000
Sales,Sumatera,3,5,6000000,20000000
Sales,Sumatera,1,3,4000000,10000000
Art & Design,Jakarta,3,5,10000000,15000000
Sales,Jakarta,3,5,12000000,14000000
Sales,Jawa,3,5,10000000,15000000
Factory and Manufacturer,Jawa,1,3,5000000,8000000
Factory and Manufacturer,Jakarta,1,3,2500000,3500000
"Accounting, Finance, Banking",Jakarta,3,5,10000000,15000000
Factory and Manufacturer,Jakarta,1,3,7000000,12000000
Marketing,Jawa,3,5,7000000,14000000
Marketing,Jawa,1,3,6000000,12000000
Marketing,Jawa,3,5,4000000,4500000
Marketing,Jakarta,3,5,8000000,16000000
Marketing,Jawa,1,3,6500000,7000000
Marketing,Jakarta,0,1,1500000,2000000
Marketing,Jakarta,3,5,10000000,15000000
Marketing,Sumatera,1,3,4000000,6000000
Marketing,Jakarta,1,3,5000000,5000100
Marketing,Jawa,1,3,6000000,10000000
Marketing,Jawa,1,3,8000000,8500000
Marketing,Jakarta,3,5,10000000,15000000
Marketing,Jawa,3,5,10000000,15000000
Marketing,Jakarta,1,3,6000000,9500000
Marketing,Jakarta,1,3,6000000,12000000
Marketing,Jakarta,1,3,8000000,10000000
Marketing,Jakarta,1,3,7000000,8000000
Marketing,Jakarta,1,3,7000000,10000000
Marketing,Jakarta,0,1,500000,1000000
Marketing,Jawa,1,3,4500000,6000000
Marketing,Jakarta,1,3,7000000,8500000
"Accounting, Finance, Banking",Jawa,1,3,8000000,10000000
Hospitality & Travel,Jakarta,1,3,6000000,9000000
Sales,Jakarta,3,5,5000000,7000000
Public Relation,Jakarta,1,3,4500000,6000000
Factory and Manufacturer,Jakarta,5,10,12000000,20000000
Marketing,Jakarta,1,3,2000000,2500000
Business,Jakarta,0,1,500000,1000000
Administration,Jakarta,1,3,8500000,10000000
Business,Jakarta,0,1,500000,1000000
Hospitality & Travel,Jakarta,1,3,7200000,11500000
Administration,Jakarta,1,3,2000000,2500000
Other,Sumatera,3,5,7000000,10000000
Human Resources & General Affair,Jakarta,1,3,3000000,4500000
Data Analyst & Data Science,Jakarta,0,1,500000,1000000
Marketing,Sumatera,3,5,4000000,6000000
Factory and Manufacturer,Jakarta,0,1,1500000,2000000
Sales,Jakarta,1,3,3500000,4000000
Sales,Jakarta,3,5,10000000,15000000
Sales,Jawa,1,3,7000000,11000000
Factory and Manufacturer,Jakarta,1,3,6000000,10000000
Factory and Manufacturer,Jakarta,1,3,3500000,3800000
Business,Jakarta,3,5,4000000,6000000
Hospitality & Travel,Jawa,3,5,10000000,15000000
Factory and Manufacturer,Jakarta,1,3,4000000,12000000
Journalistic and Entertainment,Jawa,1,3,5500000,7000000
Hospitality & Travel,Jakarta,5,10,5000000,5500000
Sales,Jakarta,1,3,2000000,4000000
Factory and Manufacturer,Jakarta,3,5,10000000,15000000
"Accounting, Finance, Banking",Jakarta,3,5,10000000,15000000
Sales,Jakarta,1,3,8000000,10000000
Art & Design,Jawa,1,3,6000000,7000000
Factory and Manufacturer,Jawa,0,1,1500000,2000000
Business,Jakarta,5,10,12000000,18000000
Art & Design,Jakarta,3,5,8000000,15000000
Internet & New Media,Jakarta,1,3,8000000,10000000
Business,Jakarta,3,5,10000000,15000000
Data Analyst & Data Science,Jawa,1,3,8000000,10000000
Law,Jakarta,1,3,8000000,10000000
Internet & New Media,Jakarta,3,5,10000000,15000000
Internet & New Media,Jakarta,1,3,3090000,4326000
Sales,Sumatera,1,3,7000000,7000000
Sales,Jakarta,3,5,10000000,15000000
Business,Jawa,3,5,10000000,15000000
Factory and Manufacturer,Jakarta,3,5,10000000,15000000
Internet & New Media,Jakarta,3,5,7000000,15000000
Factory and Manufacturer,Jakarta,1,3,4500000,5000000
Public Relation,Jawa,3,5,9000000,15000000
Hospitality & Travel,Jakarta,5,10,10000000,20000000
Sales,Jakarta,5,10,10000000,20000000
Business,Jakarta,3,5,9000000,15000000
Factory and Manufacturer,Jakarta,0,1,750000,3000000
Data Analyst & Data Science,Jakarta,1,3,5000000,6000000
Factory and Manufacturer,Jawa,3,5,8000000,10000000
Data Analyst & Data Science,Jawa,3,5,8000000,10000000
Sales,Jakarta,3,5,8000000,10000000
"Accounting, Finance, Banking",Jawa,3,5,8000000,10000000
Data Analyst & Data Science,Bali dan Nusa Tenggara,3,5,8000000,10000000
Internet & New Media,Jakarta,1,3,7750000,10075000
Administration,Jakarta,1,3,7750000,10075000
"Accounting, Finance, Banking",Jawa,1,3,7750000,10075000
Other,Jakarta,1,3,5000000,12000000
Factory and Manufacturer,Jakarta,1,3,3000000,8000000
Factory and Manufacturer,Jakarta,1,3,3000000,8000000
"Accounting, Finance, Banking",Jakarta,1,3,6000000,12000000
Factory and Manufacturer,Jakarta,1,3,3200000,3500000
Human Resources & General Affair,Jakarta,1,3,4000000,8000000
Hospitality & Travel,Jawa,1,3,4000000,8000000
Sales,Jawa,0,1,500000,500000
"Accounting, Finance, Banking",Jakarta,0,1,500000,3000000
Factory and Manufacturer,Jawa,0,1,500000,3000000
Factory and Manufacturer,Jakarta,0,1,500000,3000000
Art & Design,Jakarta,0,1,500000,3000000
Business,Jawa,0,1,500000,3000000
Sales,Jawa,0,1,500000,3000000
Business,Jakarta,0,1,500000,3000000
"Accounting, Finance, Banking",Jawa,0,1,500000,3000000
Internet & New Media,Jakarta,0,1,500000,3000000
"Accounting, Finance, Banking",Jawa,0,1,500000,3000000
Internet & New Media,Jakarta,0,1,500000,3000000
Factory and Manufacturer,Jawa,0,1,500000,3000000
Sales,Jawa,0,1,500000,3000000
Data Analyst & Data Science,Jakarta,0,1,500000,3000000
Sales,Jawa,0,1,500000,3000000
Business,Jakarta,0,1,500000,3000000
Factory and Manufacturer,Jakarta,0,1,500000,3000000
Education,Jakarta,0,1,500000,3000000
Internet & New Media,Jawa,0,1,500000,3000000
Human Resources & General Affair,Jakarta,0,1,500000,3000000
Factory and Manufacturer,Jawa,0,1,500000,3000000
Journalistic and Entertainment,Jawa,0,1,500000,3000000
Marketing,Jakarta,1,3,8000000,10000000
Internet & New Media,Jawa,1,3,8000000,10000000
Hospitality & Travel,Jakarta,1,3,8000000,10000000
Human Resources & General Affair,Jawa,1,3,8000000,10000000
Administration,Jakarta,5,10,14000000,17000000
Factory and Manufacturer,Jawa,3,5,7500000,11000000
Research & Development,Jakarta,1,3,7000000,10000000
Public Relation,Jakarta,3,5,8000000,12000000
Business,Bali dan Nusa Tenggara,3,5,10000000,14000000
Hospitality & Travel,Jakarta,3,5,5000000,8000000
Factory and Manufacturer,Jakarta,5,10,12000000,17000000
Hospitality & Travel,Jakarta,1,3,5000000,7000000
Art & Design,Jakarta,1,3,5000000,7000000
Business,Jawa,1,3,5000000,7000000
Internet & New Media,Jakarta,1,3,4000000,10000000
Internet & New Media,Jawa,1,3,4000000,6000000
Factory and Manufacturer,Jawa,1,3,5000000,8000000
Factory and Manufacturer,Jakarta,1,3,5000000,10000000
Business,Jawa,1,3,3000000,4000000
Factory and Manufacturer,Jakarta,1,3,5000000,10000000
Factory and Manufacturer,Jakarta,1,3,3000000,4000000
Business,Jakarta,1,3,5000000,5500000
Other,Jawa,1,3,5000000,7000000
Factory and Manufacturer,Jakarta,1,3,3000000,8000000
Art & Design,Jawa,1,3,5000000,6000000
Journalistic and Entertainment,Jakarta,1,3,3000000,3000000
Business,Jakarta,1,3,3000000,4000000
Administration,Jakarta,1,3,6000000,10000000
Consultant,Jawa,1,3,3000000,4000000
Factory and Manufacturer,Jakarta,1,3,5000000,7000000
Public Relation,Jakarta,1,3,5000000,7000000
Internet & New Media,Jawa,1,3,7000000,10000000
Internet & New Media,Jakarta,1,3,3000000,4000000
Internet & New Media,Jakarta,1,3,7000000,8000000
Business,Jakarta,5,10,10000000,20000000
Sales,Jawa,3,5,7000000,9000000
Other,Jawa,0,1,1500000,2000000
Factory and Manufacturer,Jawa,0,1,1500000,2000000
Internet & New Media,Jawa,3,5,10000000,14000000
Business,Jawa,1,3,2500000,3000000
Business,Jawa,1,3,5500000,7000000
Factory and Manufacturer,Jakarta,1,3,2500000,10000000
Factory and Manufacturer,Jakarta,1,3,2500000,10000000
Internet & New Media,Kalimantan,3,5,9000000,15000000
Factory and Manufacturer,Bali dan Nusa Tenggara,1,3,5000000,7000000
Internet & New Media,Jakarta,3,5,8500000,11000000
Art & Design,Jawa,1,3,5000000,8500000
Research & Development,Jawa,3,5,7000000,10000000
Internet & New Media,Jawa,3,5,9000000,15000000
Internet & New Media,Jakarta,3,5,10000000,14000000
Administration,Jakarta,3,5,10000000,14000000
Administration,Jakarta,3,5,15000000,15000000
Factory and Manufacturer,Jakarta,1,3,6500000,8000000
Hospitality & Travel,Jawa,1,3,3000000,3500000
Sales,Jawa,1,3,7000000,10000000
"Accounting, Finance, Banking",Jakarta,1,3,7000000,9000000
Factory and Manufacturer,Jakarta,1,3,6000000,10000000
Factory and Manufacturer,Jakarta,1,3,6000000,10000000
Factory and Manufacturer,Other,1,3,5000000,9000000
Internet & New Media,Other,1,3,7500000,10000000
"Accounting, Finance, Banking",Sulawesi,1,3,6000000,8000000
Sales,Sulawesi,1,3,4300000,5000000
Other,Sulawesi,1,3,4100000,5330000
Art & Design,Bali dan Nusa Tenggara,0,1,1500000,2000000
Factory and Manufacturer,Jawa,3,5,8000000,12000000
Research & Development,Jawa,1,3,4600000,6000000
"Accounting, Finance, Banking",Kalimantan,3,5,10000000,13000000
Factory and Manufacturer,Kalimantan,5,10,10000000,20000000
Factory and Manufacturer,Kalimantan,1,3,5000000,9000000
"Accounting, Finance, Banking",Sumatera,1,3,5000000,9000000
Internet & New Media,Sumatera,1,3,4700000,6000000
Factory and Manufacturer,Sumatera,1,3,5000000,7500000
Sales,Sumatera,1,3,4700000,5500000
Sales,Jawa,1,3,6000000,9000000
Factory and Manufacturer,Jakarta,0,1,1000000,2000000
Administration,Jakarta,0,1,1000000,2000000
Factory and Manufacturer,Jakarta,1,3,7000000,10000000
Hospitality & Travel,Jakarta,3,5,10000000,13000000
Factory and Manufacturer,Jakarta,1,3,3500000,6000000
Factory and Manufacturer,Jawa,3,5,10000000,13000000
Factory and Manufacturer,Jawa,3,5,10000000,13000000
Research & Development,Jakarta,1,3,4500000,5500000
Art & Design,Jakarta,1,3,7000000,10000000
Other,Bali dan Nusa Tenggara,1,3,5000000,12000000
Sales,Jakarta,1,3,5000000,7500000
Business,Jawa,0,1,1500000,1575000
Factory and Manufacturer,Jawa,3,5,7000000,10000000
"Accounting, Finance, Banking",Bali dan Nusa Tenggara,1,3,5000000,12000000
Human Resources & General Affair,Jawa,1,3,7000000,8000000
Factory and Manufacturer,Jawa,1,3,7000000,10000000
Factory and Manufacturer,Jakarta,1,3,7000000,10000000
Art & Design,Jawa,1,3,4000000,6000000
"Accounting, Finance, Banking",Jawa,3,5,4200000,4500000
Factory and Manufacturer,Bali dan Nusa Tenggara,1,3,4000000,12000000
Hospitality & Travel,Jakarta,1,3,7000000,10000000
Factory and Manufacturer,Jawa,1,3,5000000,6500000
Marketing,Jakarta,3,5,8000000,15000000
Other,Jakarta,1,3,6000000,10000000
Data Analyst & Data Science,Jawa,1,3,6000000,10000000
Factory and Manufacturer,Jawa,1,3,7000000,10000000
Business,Bali dan Nusa Tenggara,0,1,1500000,2000000
Factory and Manufacturer,Jakarta,1,3,5000000,8500000
Other,Jawa,1,3,7000000,10000000
Factory and Manufacturer,Jawa,1,3,5000000,8000000
Public Relation,Jakarta,0,1,500000,3000000
Internet & New Media,Jakarta,1,3,7000000,10000000
"Accounting, Finance, Banking",Jawa,3,5,10000000,13000000
Factory and Manufacturer,Jakarta,1,3,7000000,10000000
Factory and Manufacturer,Jawa,1,3,7000000,10000000
Business,Jakarta,1,3,5000000,12000000
Internet & New Media,Jakarta,3,5,8000000,15000000
Sales,Jawa,3,5,8000000,15000000
Art & Design,Jawa,1,3,3000000,4000000
Factory and Manufacturer,Jakarta,3,5,10000000,13000000
Internet & New Media,Jakarta,5,10,7000000,11000000
Sales,Jawa,1,3,7000000,9000000
Hospitality & Travel,Jawa,1,3,2200000,4000000
Art & Design,Jawa,3,5,8000000,15000000
Sales,Jakarta,3,5,10000000,13000000
Research & Development,Jakarta,3,5,5000000,9000000
Factory and Manufacturer,Jakarta,1,3,6000000,10000000
Art & Design,Sumatera,1,3,3000000,4000000
Data Analyst & Data Science,Jawa,3,5,5000000,15000000
Business,Jawa,0,1,1000000,1500000
Art & Design,Jakarta,0,1,1000000,2000000
Sales,Jakarta,3,5,8000000,15000000
Factory and Manufacturer,Jakarta,3,5,2000000,12000000
Business,Jakarta,1,3,7000000,9000000
Factory and Manufacturer,Jawa,1,3,5000000,7000000
Business,Jawa,1,3,4500000,6000000
Business,Sumatera,1,3,4000000,6000000
Internet & New Media,Jawa,1,3,5000000,7000000
Art & Design,Jakarta,1,3,4000000,8000000
"Accounting, Finance, Banking",Jakarta,1,3,5000000,7000000
Journalistic and Entertainment,Jakarta,1,3,3775860,5284804
Sales,Jawa,1,3,6000000,10000000
Factory and Manufacturer,Jakarta,1,3,2000000,4000000
Hospitality & Travel,Jakarta,1,3,2000000,4000000
Business,Jakarta,3,5,7500000,9000000
"Accounting, Finance, Banking",Jakarta,1,3,5000000,10000000
Marketing,Jakarta,1,3,6000000,8000000
"Accounting, Finance, Banking",Jawa,1,3,4600000,8000000
Factory and Manufacturer,Jakarta,1,3,4600000,4600100
Business,Jawa,3,5,7500000,10000000
Business,Jakarta,1,3,5000000,6000000
Factory and Manufacturer,Jakarta,1,3,7500000,7500000
"Accounting, Finance, Banking",Bali dan Nusa Tenggara,1,3,5000000,8000000
Factory and Manufacturer,Jakarta,1,3,7000000,9000000
"Accounting, Finance, Banking",Jakarta,1,3,8000000,8500000
Factory and Manufacturer,Sumatera,3,5,10000000,12000000
Factory and Manufacturer,Jakarta,1,3,2802926,3924097
Factory and Manufacturer,Jawa,1,3,4500000,6000000
Factory and Manufacturer,Jakarta,1,3,6000000,10000000
Factory and Manufacturer,Jakarta,1,3,6500000,10000000
Factory and Manufacturer,Jakarta,1,3,2000000,4500000
Internet & New Media,Jakarta,1,3,6000000,10000000
"Accounting, Finance, Banking",Jawa,3,5,6000000,10000000
Art & Design,Sulawesi,3,5,7000000,12000000
Factory and Manufacturer,Jawa,1,3,3000000,3500000
Internet & New Media,Jakarta,3,5,8000000,10000000
Other,Jakarta,1,3,6000000,8000000
Business,Jakarta,3,5,7000000,12000000
Other,Jakarta,1,3,6500000,7000000
Other,Jakarta,1,3,700000,10000000
Other,Jakarta,3,5,3000000,6000000
Other,Jakarta,1,3,6000000,10000000
Hospitality & Travel,Jawa,1,3,6500000,9000000
Other,Jawa,1,3,7500000,9000000
Other,Jakarta,1,3,8000000,8500000
Factory and Manufacturer,Jawa,1,3,5000000,6000000
Factory and Manufacturer,Jakarta,3,5,9000000,11000000
Factory and Manufacturer,Jakarta,1,3,6000000,10000000
Human Resources & General Affair,Jakarta,1,3,7000000,9000000
Sales,Jakarta,1,3,6000000,9000000
Factory and Manufacturer,Jawa,3,5,8000000,9000000
Marketing,Jakarta,1,3,5000000,7000000
"Accounting, Finance, Banking",Jawa,3,5,9000000,13000000
Factory and Manufacturer,Jakarta,3,5,8000000,10000000
Factory and Manufacturer,Other,3,5,7000000,15000000
Business,Jawa,1,3,6000000,9000000
"Accounting, Finance, Banking",Jakarta,1,3,5000000,7500000
Internet & New Media,Jawa,1,3,5000000,7000000
Factory and Manufacturer,Jakarta,1,3,6000000,10000000
Internet & New Media,Jakarta,1,3,6000000,10000000
Data Analyst & Data Science,Jakarta,3,5,10000000,12000000
Internet & New Media,Jakarta,1,3,4500000,5500000
Art & Design,Jawa,1,3,6000000,7500000
Other,Jakarta,1,3,5000000,8500000
Business,Jakarta,3,5,6000000,7000000
Hospitality & Travel,Jakarta,1,3,4300000,5200000
Art & Design,Jakarta,1,3,5000000,7500000
Other,Jakarta,1,3,7000000,9000000
Public Relation,Jakarta,1,3,7000000,9100000
Factory and Manufacturer,Jawa,1,3,3500000,8000000
Factory and Manufacturer,Jawa,3,5,10000000,12000000
Sales,Jawa,1,3,5000000,10000000
Factory and Manufacturer,Jakarta,1,3,6000000,8000000
Art & Design,Jakarta,3,5,9000000,13000000
Factory and Manufacturer,Jawa,1,3,6000000,9000000
Marketing,Jawa,3,5,8000000,14000000
Factory and Manufacturer,Jawa,1,3,4500000,6000000
Art & Design,Jawa,1,3,6000000,10000000
Administration,Jawa,3,5,10000000,12000000
Human Resources & General Affair,Jakarta,1,3,4000000,6000000
Education,Jawa,3,5,10000000,12000000
Factory and Manufacturer,Jawa,3,5,7000000,15000000
Research & Development,Jakarta,1,3,6000000,10000000
Factory and Manufacturer,Jawa,5,10,11550000,12600000
Internet & New Media,Jakarta,1,3,6000000,10000000
Research & Development,Jawa,1,3,6000000,10000000
Sales,Jakarta,1,3,6000000,10000000
Factory and Manufacturer,Bali dan Nusa Tenggara,3,5,9000000,11000000
Art & Design,Jakarta,1,3,7000000,9000000
Art & Design,Jawa,1,3,6000000,10000000
"Accounting, Finance, Banking",Jakarta,1,3,6000000,10000000
Factory and Manufacturer,Jawa,3,5,8000000,13000000
Other,Jakarta,1,3,6000000,10000000
Internet & New Media,Bali dan Nusa Tenggara,1,3,7000000,9000000
Factory and Manufacturer,Jakarta,1,3,7000000,9000000
Factory and Manufacturer,Jakarta,1,3,7500000,8500000
"Accounting, Finance, Banking",Jakarta,1,3,7000000,9000000
Factory and Manufacturer,Jakarta,1,3,6000000,9000000
Data Analyst & Data Science,Jakarta,5,10,9000000,17500000
Data Analyst & Data Science,Jakarta,3,5,8000000,13000000
Factory and Manufacturer,Jawa,5,10,10000000,12000000
Sales,Jakarta,1,3,5500000,8500000
Administration,Sumatera,1,3,5500000,6500000
Human Resources & General Affair,Bali dan Nusa Tenggara,5,10,9000000,11000000
"Accounting, Finance, Banking",Jawa,1,3,3500000,8000000
Factory and Manufacturer,Jakarta,1,3,3500000,8000000
Other,Jakarta,1,3,3500000,8000000
Factory and Manufacturer,Jakarta,1,3,3500000,8000000
Internet & New Media,Jakarta,1,3,3500000,8000000
Internet & New Media,Jakarta,1,3,6000000,9000000
Sales,Jakarta,1,3,2579616,3611463
"Accounting, Finance, Banking",Jakarta,1,3,6000000,7000000
Internet & New Media,Jakarta,1,3,5000000,10000000
Factory and Manufacturer,Jakarta,3,5,12000000,17000000
Business,Jakarta,5,10,10000000,15000000
Data Analyst & Data Science,Jakarta,1,3,4500000,6000000
Data Analyst & Data Science,Jawa,1,3,7000000,8500000
Marketing,Jakarta,1,3,4000000,4500000
Sales,Jakarta,1,3,4000000,4500000
Art & Design,Jakarta,1,3,4000000,4500000
Art & Design,Sulawesi,1,3,4000000,4500000
Internet & New Media,Jakarta,1,3,4000000,4500000
Art & Design,Jakarta,1,3,4000000,4500000
Other,Jakarta,3,5,5000000,8000000
Administration,Jakarta,1,3,4000000,4500000
Internet & New Media,Jawa,1,3,4000000,4500000
Public Relation,Jawa,1,3,4000000,4500000
Sales,Sumatera,1,3,3500000,8000000
Art & Design,Jakarta,1,3,3500000,8000000
Marketing,Jakarta,1,3,3500000,8000000
Factory and Manufacturer,Jawa,1,3,5000000,7000000
Art & Design,Jakarta,1,3,5000000,8000000
Data Analyst & Data Science,Jakarta,1,3,5000000,8000000
Factory and Manufacturer,Jawa,0,1,1000000,2000000
Sales,Jakarta,1,3,6000000,6500000
"Accounting, Finance, Banking",Jakarta,3,5,8000000,12000000
Internet & New Media,Jakarta,3,5,9000000,12000000
"Accounting, Finance, Banking",Jakarta,1,3,4500000,5500000
Data Analyst & Data Science,Jakarta,3,5,7500000,12500000
Factory and Manufacturer,Jakarta,1,3,6000000,9000000
Internet & New Media,Jawa,1,3,4000000,8000000
Research & Development,Jakarta,3,5,6500000,7500000
Marketing,Jakarta,1,3,4000000,8000000
"Accounting, Finance, Banking",Jakarta,1,3,4000000,8000000
Factory and Manufacturer,Jakarta,0,1,1100000,2000000
Administration,Jawa,1,3,5000000,7000000
Art & Design,Jakarta,1,3,7000000,8000000
Education,Jawa,1,3,7000000,8000000
Art & Design,Jawa,0,1,1000000,1500000
"Accounting, Finance, Banking",Jakarta,1,3,6000000,8500000
Marketing,Jakarta,1,3,1250000,1500000
Sales,Jawa,3,5,9000000,12000000
Other,Bali dan Nusa Tenggara,1,3,4400000,5000000
Sales,Jawa,1,3,4375000,4375100
Factory and Manufacturer,Jawa,1,3,5000000,8000000
"Accounting, Finance, Banking",Jakarta,1,3,6000000,8400000
Factory and Manufacturer,Jakarta,1,3,5000000,8000000
Internet & New Media,Jawa,1,3,6000000,9000000
Other,Jakarta,1,3,5000000,7000000
Factory and Manufacturer,Jawa,1,3,6000000,8000000
Factory and Manufacturer,Jakarta,3,5,9000000,12000000
Human Resources & General Affair,Jawa,3,5,7000000,14000000
Factory and Manufacturer,Jawa,1,3,6000000,8500000
Journalistic and Entertainment,Jawa,1,3,5000000,7000000
Art & Design,Jakarta,1,3,5000000,7000000
Sales,Jakarta,1,3,5500000,8000000
Factory and Manufacturer,Jawa,3,5,2000000,3500000
Internet & New Media,Jakarta,3,5,8000000,12000000
Hospitality & Travel,Jawa,1,3,5000000,8000000
Business,Jawa,1,3,6000000,8000000
Sales,Jakarta,1,3,5000000,7000000
Business,Jawa,1,3,6000000,9000000
"Accounting, Finance, Banking",Jakarta,3,5,6500000,7500000
"Accounting, Finance, Banking",Jakarta,1,3,6000000,9000000
Internet & New Media,Jakarta,1,3,7000000,8000000
Sales,Jakarta,1,3,7000000,8000000
Marketing,Jakarta,1,3,6000000,9000000
Sales,Sumatera,1,3,5000000,9000000
Business,Jakarta,1,3,5000000,10000000
Marketing,Jakarta,1,3,4500000,6000000
Sales,Jakarta,1,3,5000000,5500000
Factory and Manufacturer,Jawa,0,1,1000000,2000000
Factory and Manufacturer,Jawa,1,3,5000000,8000000
"Accounting, Finance, Banking",Jawa,1,3,5000000,8000000
Marketing,Jawa,3,5,6000000,10000000
Hospitality & Travel,Jakarta,1,3,3000000,4000000
Business,Jawa,1,3,7000000,8000000
Internet & New Media,Jawa,3,5,7000000,9000000
Administration,Jakarta,1,3,5000000,10000000
Public Relation,Kalimantan,0,1,1000000,2000000
Business,Bali dan Nusa Tenggara,3,5,7000000,10000000
Factory and Manufacturer,Jakarta,3,5,7000000,10000000
Business,Jakarta,1,3,3377625,4728171
"Accounting, Finance, Banking",Jawa,1,3,5000000,10000000
Factory and Manufacturer,Jawa,1,3,5000000,10000000
Factory and Manufacturer,Jawa,3,5,6000000,8000000
Internet & New Media,Jawa,1,3,4700000,5300000
Sales,Jawa,1,3,5000000,10000000
Administration,Jawa,1,3,6000000,9000000
Factory and Manufacturer,Jawa,1,3,5500000,9000000
Sales,Jakarta,1,3,5000000,10000000
Art & Design,Jawa,1,3,7000000,8200000
Business,Jawa,0,1,1000000,2000000
Business,Jawa,0,1,1000000,2000000
Hospitality & Travel,Jawa,1,3,5500000,8500000
Public Relation,Jawa,1,3,5000000,6500000
Factory and Manufacturer,Jawa,1,3,5000000,6000000
Sales,Jakarta,1,3,5000000,10000000
Factory and Manufacturer,Jakarta,1,3,5000000,10000000
Factory and Manufacturer,Jakarta,1,3,5000000,10000000
Education,Jakarta,1,3,1917000,3000000
Factory and Manufacturer,Jawa,1,3,5000000,10000000
Art & Design,Jawa,1,3,5000000,7000000
Hospitality & Travel,Jawa,1,3,5000000,7000000
Factory and Manufacturer,Jakarta,3,5,8000000,10000000
"Accounting, Finance, Banking",Jakarta,0,1,1500000,1500000
Other,Jakarta,3,5,9200000,11200000
Art & Design,Jakarta,1,3,7000000,8000000
"Accounting, Finance, Banking",Sumatera,1,3,4700000,10000000
Sales,Jakarta,3,5,8000000,12000000
Factory and Manufacturer,Jakarta,1,3,5000000,9000000
Internet & New Media,Jakarta,1,3,4500000,6000000
Internet & New Media,Jakarta,1,3,5000000,10000000
Marketing,Jakarta,1,3,5000000,10000000
Factory and Manufacturer,Jawa,1,3,5000000,10000000
Internet & New Media,Jakarta,3,5,6000000,10000000
Journalistic and Entertainment,Jakarta,1,3,5500000,8500000
Hospitality & Travel,Jakarta,1,3,5000000,7000000
Internet & New Media,Jawa,1,3,6000000,9000000
Marketing,Jawa,1,3,7000000,8000000
Factory and Manufacturer,Jakarta,1,3,6000000,9000000
Public Relation,Jawa,1,3,5000000,10000000
Other,Jawa,1,3,5000000,7000000
Sales,Jakarta,1,3,5000000,7000000
"Accounting, Finance, Banking",Jakarta,1,3,5000000,10000000
Internet & New Media,Jawa,3,5,8000000,10000000
Sales,Jakarta,3,5,7000000,13500000
Factory and Manufacturer,Jakarta,1,3,7000000,8000000
Factory and Manufacturer,Jawa,3,5,6000000,8000000
Factory and Manufacturer,Jakarta,1,3,6000000,9000000
Other,Jakarta,1,3,5000000,6000000
Data Analyst & Data Science,Jawa,1,3,6000000,7000000
Internet & New Media,Jakarta,1,3,5000000,10000000
Data Analyst & Data Science,Jawa,1,3,6000000,7000000
Factory and Manufacturer,Jawa,1,3,3000000,4000000
"Accounting, Finance, Banking",Jakarta,1,3,4641854,6000000
Factory and Manufacturer,Jakarta,1,3,3000000,3500000
Business,Jawa,1,3,6000000,7000000
Internet & New Media,Jakarta,0,1,1000000,2000000
Sales,Jawa,3,5,7000000,11000000
Business,Jakarta,3,5,8500000,9500000
Other,Jakarta,1,3,6000000,6500000
Public Relation,Jakarta,1,3,5500000,7000000
Human Resources & General Affair,Jakarta,1,3,5800000,9000000
Factory and Manufacturer,Jawa,1,3,4500000,6000000
Factory and Manufacturer,Jakarta,3,5,3000000,5000000
Other,Jakarta,1,3,3500000,4500000
Art & Design,Jakarta,1,3,4500000,5500000
